variante,tamanho_chunk,N,K,numero_threads,tempo
2,16,100000,20,4,0.078915
2,16,100000,20,4,0.079877
2,16,100000,20,4,0.079477
2,16,100000,20,4,0.079142
2,16,100000,20,4,0.079037
2,16,100000,20,8,0.079948
2,16,100000,20,8,0.078672
2,16,100000,20,8,0.078914
2,16,100000,20,8,0.078849
2,16,100000,20,8,0.080607
2,16,100000,20,16,0.079118
2,16,100000,20,16,0.078981
2,16,100000,20,16,0.080167
2,16,100000,20,16,0.091714
2,16,100000,20,16,0.092061
2,16,100000,24,1,1.102956
2,16,100000,24,1,0.929040
2,16,100000,24,1,0.904772
2,16,100000,24,1,0.885206
2,16,100000,24,1,0.886994
2,16,100000,24,2,0.481447
2,16,100000,24,2,0.485593
2,16,100000,24,2,0.520836
2,16,100000,24,2,0.565747
2,16,100000,24,2,0.562148
2,16,100000,24,4,0.562879
2,16,100000,24,4,0.548293
2,16,100000,24,4,0.547646
2,16,100000,24,4,0.548743
2,16,100000,24,4,0.547456
2,16,100000,24,8,0.548234
2,16,100000,24,8,0.547791
2,16,100000,24,8,0.548186
2,16,100000,24,8,0.548213
2,16,100000,24,8,0.552614
2,16,100000,24,16,0.548996
2,16,100000,24,16,0.549332
2,16,100000,24,16,0.549555
2,16,100000,24,16,0.547723
2,16,100000,24,16,0.549450
2,16,100000,28,1,5.546833
2,16,100000,28,1,5.361192
2,16,100000,28,1,5.947050
2,16,100000,28,1,5.960090
2,16,100000,28,1,5.348668
2,16,100000,28,2,3.305281
2,16,100000,28,2,3.093363
2,16,100000,28,2,3.074739
2,16,100000,28,2,3.298954
2,16,100000,28,2,3.147662
2,16,100000,28,4,3.314317
2,16,100000,28,4,3.307614
2,16,100000,28,4,3.318221
2,16,100000,28,4,3.309887
2,16,100000,28,4,3.309121
2,16,100000,28,8,3.371624
2,16,100000,28,8,3.312516
2,16,100000,28,8,3.310725
2,16,100000,28,8,3.326553
2,16,100000,28,8,3.314355
2,16,100000,28,16,3.311784
2,16,100000,28,16,3.328328
2,16,100000,28,16,3.317693
2,16,100000,28,16,3.311569
2,16,100000,28,16,3.326401
2,16,500000,20,1,0.767999
2,16,500000,20,1,0.735043
2,16,500000,20,1,0.735976
2,16,500000,20,1,0.736710
2,16,500000,20,1,0.735806
2,16,500000,20,2,0.400913
2,16,500000,20,2,0.391695
2,16,500000,20,2,0.433984
2,16,500000,20,2,0.483150
2,16,500000,20,2,0.473295
2,16,500000,20,4,0.455458
2,16,500000,20,4,0.455103
2,16,500000,20,4,0.455649
2,16,500000,20,4,0.454002
2,16,500000,20,4,0.469978
2,16,500000,20,8,0.454784
2,16,500000,20,8,0.455927
2,16,500000,20,8,0.453666
2,16,500000,20,8,0.455304
2,16,500000,20,8,0.454384
2,16,500000,20,16,0.454663
2,16,500000,20,16,0.455014
2,16,500000,20,16,0.454816
2,16,500000,20,16,0.455835
2,16,500000,20,16,0.455197
2,16,500000,24,1,4.639570
2,16,500000,24,1,4.428542
2,16,500000,24,1,4.836592
2,16,500000,24,1,4.609404
2,16,500000,24,1,4.726446
2,16,500000,24,2,2.588992
2,16,500000,24,2,2.551086
2,16,500000,24,2,2.499609
2,16,500000,24,2,2.706761
2,16,500000,24,2,2.590932
2,16,500000,24,4,2.732117
2,16,500000,24,4,2.739167
2,16,500000,24,4,2.733026
2,16,500000,24,4,2.748692
2,16,500000,24,4,2.733431
2,16,500000,24,8,2.742273
2,16,500000,24,8,2.751923
2,16,500000,24,8,2.737074
2,16,500000,24,8,2.741622
2,16,500000,24,8,2.739931
2,16,500000,24,16,2.752541
2,16,500000,24,16,2.737726
2,16,500000,24,16,2.742702
2,16,500000,24,16,2.738587
2,16,500000,24,16,2.762585
2,16,500000,28,1,28.518391
2,16,500000,28,1,29.730747
2,16,500000,28,1,26.700109
2,16,500000,28,1,29.894758
2,16,500000,28,1,29.522729
2,16,500000,28,2,15.356287
2,16,500000,28,2,15.558568
2,16,500000,28,2,16.092479
2,16,500000,28,2,16.268445
2,16,500000,28,2,16.159502
2,16,500000,28,4,16.534813
2,16,500000,28,4,16.525817
2,16,500000,28,4,16.570346
2,16,500000,28,4,16.522061
2,16,500000,28,4,16.517586
2,16,500000,28,8,16.565059
2,16,500000,28,8,16.556051
2,16,500000,28,8,16.840674
2,16,500000,28,8,16.572212
2,16,500000,28,8,16.598093
2,16,500000,28,16,16.575137
2,16,500000,28,16,16.588668
2,16,500000,28,16,16.597925
2,16,500000,28,16,16.574227
2,16,500000,28,16,16.580600
2,16,1000000,20,1,1.593929
2,16,1000000,20,1,1.471900
2,16,1000000,20,1,1.685653
2,16,1000000,20,1,1.570368
2,16,1000000,20,1,1.756299
2,16,1000000,20,2,0.814301
2,16,1000000,20,2,0.793475
2,16,1000000,20,2,0.923536
2,16,1000000,20,2,0.895291
2,16,1000000,20,2,0.780505
2,16,1000000,20,4,0.816256
2,16,1000000,20,4,0.908545
2,16,1000000,20,4,0.907666
2,16,1000000,20,4,0.923106
2,16,1000000,20,4,0.909219
2,16,1000000,20,8,0.908859
2,16,1000000,20,8,0.907968
2,16,1000000,20,8,0.909024
2,16,1000000,20,8,0.911940
2,16,1000000,20,8,0.909038
2,16,1000000,20,16,0.907723
2,16,1000000,20,16,0.908525
2,16,1000000,20,16,0.908539
2,16,1000000,20,16,0.909465
2,16,1000000,20,16,0.922650
2,16,1000000,24,1,8.980354
2,16,1000000,24,1,8.843017
2,16,1000000,24,1,9.732753
2,16,1000000,24,1,9.019012
2,16,1000000,24,1,9.267849
2,16,1000000,24,2,5.164918
2,16,1000000,24,2,5.265117
2,16,1000000,24,2,5.258065
2,16,1000000,24,2,4.968816
2,16,1000000,24,2,5.277863
2,16,1000000,24,4,5.462745
2,16,1000000,24,4,5.478927
2,16,1000000,24,4,5.466724
2,16,1000000,24,4,5.478951
2,16,1000000,24,4,5.469286
2,16,1000000,24,8,5.496549
2,16,1000000,24,8,5.484969
2,16,1000000,24,8,5.476362
2,16,1000000,24,8,5.486002
2,16,1000000,24,8,5.482146
2,16,1000000,24,16,5.493055
2,16,1000000,24,16,5.480601
2,16,1000000,24,16,5.488273
2,16,1000000,24,16,5.481452
2,16,1000000,24,16,5.487330
2,16,1000000,28,1,58.999504
2,16,1000000,28,1,57.359699
2,16,1000000,28,1,57.939591
2,16,1000000,28,1,53.434616
2,16,1000000,28,1,53.707043
2,16,1000000,28,2,31.515962
2,16,1000000,28,2,31.744796
2,16,1000000,28,2,32.608496
2,16,1000000,28,2,32.342828
2,16,1000000,28,2,32.345025
2,16,1000000,28,4,33.052129
2,16,1000000,28,4,33.059078
2,16,1000000,28,4,33.067172
2,16,1000000,28,4,33.057578
2,16,1000000,28,4,33.405395
2,16,1000000,28,8,33.102063
2,16,1000000,28,8,33.112059
2,16,1000000,28,8,33.326846
2,16,1000000,28,8,33.221686
2,16,1000000,28,8,33.110572
2,16,1000000,28,16,33.161708
2,16,1000000,28,16,33.128289
2,16,1000000,28,16,33.142783
2,16,1000000,28,16,33.203454
2,16,1000000,28,16,33.141003
2,64,100000,20,1,0.184280
2,64,100000,20,1,0.183363
2,64,100000,20,1,0.183740
2,64,100000,20,1,0.204802
2,64,100000,20,1,0.184854
2,64,100000,20,2,0.105440
2,64,100000,20,2,0.105290
2,64,100000,20,2,0.103389
2,64,100000,20,2,0.102963
2,64,100000,20,2,0.106999
2,64,100000,20,4,0.078897
2,64,100000,20,4,0.079023
2,64,100000,20,4,0.079435
2,64,100000,20,4,0.080664
2,64,100000,20,4,0.079596
2,64,100000,20,8,0.078791
2,64,100000,20,8,0.079874
2,64,100000,20,8,0.078736
2,64,100000,20,8,0.078978
2,64,100000,20,8,0.080541
2,64,100000,20,16,0.078941
2,64,100000,20,16,0.080086
2,64,100000,20,16,0.078988
2,64,100000,20,16,0.078999
2,64,100000,20,16,0.078949
2,64,100000,24,1,1.033232
2,64,100000,24,1,1.041608
2,64,100000,24,1,0.884614
2,64,100000,24,1,0.887920
2,64,100000,24,1,0.892544
2,64,100000,24,2,0.475624
2,64,100000,24,2,0.483507
2,64,100000,24,2,0.473675
2,64,100000,24,2,0.527672
2,64,100000,24,2,0.568197
2,64,100000,24,4,0.548794
2,64,100000,24,4,0.553995
2,64,100000,24,4,0.547534
2,64,100000,24,4,0.550203
2,64,100000,24,4,0.548171
2,64,100000,24,8,0.549242
2,64,100000,24,8,0.547885
2,64,100000,24,8,0.551938
2,64,100000,24,8,0.548348
2,64,100000,24,8,0.549474
2,64,100000,24,16,0.563860
2,64,100000,24,16,0.548233
2,64,100000,24,16,0.550259
2,64,100000,24,16,0.548227
2,64,100000,24,16,0.549498
2,64,100000,28,1,5.958382
2,64,100000,28,1,5.347869
2,64,100000,28,1,5.350202
2,64,100000,28,1,5.347473
2,64,100000,28,1,5.350952
2,64,100000,28,2,3.078782
2,64,100000,28,2,3.091161
2,64,100000,28,2,3.354353
2,64,100000,28,2,3.095114
2,64,100000,28,2,3.358526
2,64,100000,28,4,3.303584
2,64,100000,28,4,3.322764
2,64,100000,28,4,3.313008
2,64,100000,28,4,3.309626
2,64,100000,28,4,3.320703
2,64,100000,28,8,3.315094
2,64,100000,28,8,3.313675
2,64,100000,28,8,3.370187
2,64,100000,28,8,3.315500
2,64,100000,28,8,3.314383
2,64,100000,28,16,3.329257
2,64,100000,28,16,3.316824
2,64,100000,28,16,3.310701
2,64,100000,28,16,3.327895
2,64,100000,28,16,3.318602
2,64,500000,20,1,0.916412
2,64,500000,20,1,0.834165
2,64,500000,20,1,0.734659
2,64,500000,20,1,0.735509
2,64,500000,20,1,0.735597
2,64,500000,20,2,0.397001
2,64,500000,20,2,0.464698
2,64,500000,20,2,0.472212
2,64,500000,20,2,0.475955
2,64,500000,20,2,0.429788
2,64,500000,20,4,0.387526
2,64,500000,20,4,0.387892
2,64,500000,20,4,0.387619
2,64,500000,20,4,0.430347
2,64,500000,20,4,0.454682
2,64,500000,20,8,0.455285
2,64,500000,20,8,0.453704
2,64,500000,20,8,0.458626
2,64,500000,20,8,0.454345
2,64,500000,20,8,0.455485
2,64,500000,20,16,0.454676
2,64,500000,20,16,0.453750
2,64,500000,20,16,0.455529
2,64,500000,20,16,0.454656
2,64,500000,20,16,0.455582
2,64,500000,24,1,4.573522
2,64,500000,24,1,4.431208
2,64,500000,24,1,4.928383
2,64,500000,24,1,4.843219
2,64,500000,24,1,4.728046
2,64,500000,24,2,2.476204
2,64,500000,24,2,2.694439
2,64,500000,24,2,2.595826
2,64,500000,24,2,2.512032
2,64,500000,24,2,2.660263
2,64,500000,24,4,2.580265
2,64,500000,24,4,2.748499
2,64,500000,24,4,2.731791
2,64,500000,24,4,2.739172
2,64,500000,24,4,2.736795
2,64,500000,24,8,2.753030
2,64,500000,24,8,2.737403
2,64,500000,24,8,2.741852
2,64,500000,24,8,2.737370
2,64,500000,24,8,2.752758
2,64,500000,24,16,2.738701
2,64,500000,24,16,2.745612
2,64,500000,24,16,2.753836
2,64,500000,24,16,2.741634
2,64,500000,24,16,2.743516
2,64,500000,28,1,27.841985
2,64,500000,28,1,29.722100
2,64,500000,28,1,28.431404
2,64,500000,28,1,29.227378
2,64,500000,28,1,26.724184
2,64,500000,28,2,15.466386
2,64,500000,28,2,15.892498
2,64,500000,28,2,15.952985
2,64,500000,28,2,15.898988
2,64,500000,28,2,16.172982
2,64,500000,28,4,16.547180
2,64,500000,28,4,16.555334
2,64,500000,28,4,16.532381
2,64,500000,28,4,16.541786
2,64,500000,28,4,16.534807
2,64,500000,28,8,16.580734
2,64,500000,28,8,16.574492
2,64,500000,28,8,16.622972
2,64,500000,28,8,16.589575
2,64,500000,28,8,16.575309
2,64,500000,28,16,16.571704
2,64,500000,28,16,16.590030
2,64,500000,28,16,16.585425
2,64,500000,28,16,17.061081
2,64,500000,28,16,16.574010
2,64,1000000,20,1,1.598696
2,64,1000000,20,1,1.682925
2,64,1000000,20,1,1.577748
2,64,1000000,20,1,1.733483
2,64,1000000,20,1,1.502135
2,64,1000000,20,2,0.791886
2,64,1000000,20,2,0.777940
2,64,1000000,20,2,0.904889
2,64,1000000,20,2,0.902642
2,64,1000000,20,2,0.783469
2,64,1000000,20,4,0.805947
2,64,1000000,20,4,0.928391
2,64,1000000,20,4,0.914479
2,64,1000000,20,4,0.925328
2,64,1000000,20,4,0.908969
2,64,1000000,20,8,0.906207
2,64,1000000,20,8,0.906847
2,64,1000000,20,8,0.914830
2,64,1000000,20,8,0.907293
2,64,1000000,20,8,0.906053
2,64,1000000,20,16,0.906686
2,64,1000000,20,16,0.906890
2,64,1000000,20,16,0.921379
2,64,1000000,20,16,0.907459
2,64,1000000,20,16,0.907242
2,64,1000000,24,1,8.989236
2,64,1000000,24,1,9.733830
2,64,1000000,24,1,9.797463
2,64,1000000,24,1,9.874831
2,64,1000000,24,1,8.923602
2,64,1000000,24,2,5.134346
2,64,1000000,24,2,4.967839
2,64,1000000,24,2,5.257417
2,64,1000000,24,2,5.259748
2,64,1000000,24,2,5.252844
2,64,1000000,24,4,5.473587
2,64,1000000,24,4,5.464573
2,64,1000000,24,4,5.473382
2,64,1000000,24,4,5.472361
2,64,1000000,24,4,5.475084
2,64,1000000,24,8,5.471879
2,64,1000000,24,8,5.482854
2,64,1000000,24,8,5.471931
2,64,1000000,24,8,5.476766
2,64,1000000,24,8,5.489465
2,64,1000000,24,16,5.470932
2,64,1000000,24,16,5.483243
2,64,1000000,24,16,5.469491
2,64,1000000,24,16,5.480249
2,64,1000000,24,16,5.470851
2,64,1000000,28,1,59.313534
2,64,1000000,28,1,54.305021
2,64,1000000,28,1,58.251512
2,64,1000000,28,1,57.603332
2,64,1000000,28,1,56.736331
2,64,1000000,28,2,30.634561
2,64,1000000,28,2,31.776124
2,64,1000000,28,2,32.816155
2,64,1000000,28,2,32.318036
2,64,1000000,28,2,47.337170
2,64,1000000,28,4,40.220178
2,64,1000000,28,4,35.270446
2,64,1000000,28,4,33.068457
2,64,1000000,28,4,33.051856
2,64,1000000,28,4,33.056688
2,64,1000000,28,8,33.110228
2,64,1000000,28,8,33.455703
2,64,1000000,28,8,33.230843
2,64,1000000,28,8,33.134053
2,64,1000000,28,8,33.127856
2,64,1000000,28,16,33.155809
2,64,1000000,28,16,33.141546
2,64,1000000,28,16,33.204852
2,64,1000000,28,16,33.155302
2,64,1000000,28,16,33.152438
3,1,100000,20,1,0.183657
3,1,100000,20,1,0.183461
3,1,100000,20,1,0.184282
3,1,100000,20,1,0.183972
3,1,100000,20,1,0.159695
3,1,100000,20,2,0.090169
3,1,100000,20,2,0.088124
3,1,100000,20,2,0.078552
3,1,100000,20,2,0.086798
3,1,100000,20,2,0.093036
3,1,100000,20,4,0.079678
3,1,100000,20,4,0.078309
3,1,100000,20,4,0.079650
3,1,100000,20,4,0.079122
3,1,100000,20,4,0.079037
3,1,100000,20,8,0.082136
3,1,100000,20,8,0.081886
3,1,100000,20,8,0.082012
3,1,100000,20,8,0.081529
3,1,100000,20,8,0.080263
3,1,100000,20,16,0.079467
3,1,100000,20,16,0.079300
3,1,100000,20,16,0.093185
3,1,100000,20,16,0.094481
3,1,100000,20,16,0.094186
3,1,100000,24,1,1.101941
3,1,100000,24,1,0.911674
3,1,100000,24,1,0.919114
3,1,100000,24,1,1.108003
3,1,100000,24,1,0.931110
3,1,100000,24,2,0.478583
3,1,100000,24,2,0.501730
3,1,100000,24,2,0.567938
3,1,100000,24,2,0.568912
3,1,100000,24,2,0.515382
3,1,100000,24,4,0.466557
3,1,100000,24,4,0.471121
3,1,100000,24,4,0.495437
3,1,100000,24,4,0.548786
3,1,100000,24,4,0.547696
3,1,100000,24,8,0.560695
3,1,100000,24,8,0.556696
3,1,100000,24,8,0.547983
3,1,100000,24,8,0.563257
3,1,100000,24,8,0.554294
3,1,100000,24,16,0.549629
3,1,100000,24,16,0.551029
3,1,100000,24,16,0.556966
3,1,100000,24,16,0.552467
3,1,100000,24,16,0.557726
3,1,100000,28,1,5.505300
3,1,100000,28,1,5.951928
3,1,100000,28,1,5.911552
3,1,100000,28,1,5.396370
3,1,100000,28,1,5.948385
3,1,100000,28,2,3.081755
3,1,100000,28,2,3.073332
3,1,100000,28,2,3.191462
3,1,100000,28,2,3.067072
3,1,100000,28,2,3.202074
3,1,100000,28,4,3.226531
3,1,100000,28,4,3.326017
3,1,100000,28,4,3.311929
3,1,100000,28,4,3.320550
3,1,100000,28,4,3.307960
3,1,100000,28,8,3.348682
3,1,100000,28,8,3.319434
3,1,100000,28,8,3.309378
3,1,100000,28,8,3.347559
3,1,100000,28,8,3.326964
3,1,100000,28,16,3.323429
3,1,100000,28,16,3.327058
3,1,100000,28,16,3.339416
3,1,100000,28,16,3.314073
3,1,100000,28,16,3.313274
3,1,500000,20,1,0.916473
3,1,500000,20,1,0.799834
3,1,500000,20,1,0.741667
3,1,500000,20,1,0.735358
3,1,500000,20,1,0.737824
3,1,500000,20,2,0.403946
3,1,500000,20,2,0.475245
3,1,500000,20,2,0.472756
3,1,500000,20,2,0.471571
3,1,500000,20,2,0.403280
3,1,500000,20,4,0.388484
3,1,500000,20,4,0.391259
3,1,500000,20,4,0.392546
3,1,500000,20,4,0.454783
3,1,500000,20,4,0.455280
3,1,500000,20,8,0.466959
3,1,500000,20,8,0.455255
3,1,500000,20,8,0.457446
3,1,500000,20,8,0.454384
3,1,500000,20,8,0.462255
3,1,500000,20,16,0.460677
3,1,500000,20,16,0.462005
3,1,500000,20,16,0.459739
3,1,500000,20,16,0.475881
3,1,500000,20,16,0.457202
3,1,500000,24,1,4.540095
3,1,500000,24,1,4.421787
3,1,500000,24,1,4.738829
3,1,500000,24,1,4.420182
3,1,500000,24,1,4.949976
3,1,500000,24,2,2.507405
3,1,500000,24,2,2.491031
3,1,500000,24,2,2.588695
3,1,500000,24,2,2.703823
3,1,500000,24,2,2.496651
3,1,500000,24,4,2.737896
3,1,500000,24,4,2.748286
3,1,500000,24,4,2.734869
3,1,500000,24,4,2.743083
3,1,500000,24,4,2.748624
3,1,500000,24,8,2.754148
3,1,500000,24,8,2.477825
3,1,500000,24,8,2.737743
3,1,500000,24,8,2.780661
3,1,500000,24,8,2.768880
3,1,500000,24,16,2.752032
3,1,500000,24,16,2.747030
3,1,500000,24,16,2.766659
3,1,500000,24,16,2.770410
3,1,500000,24,16,2.745488
3,1,500000,28,1,29.716667
3,1,500000,28,1,27.661044
3,1,500000,28,1,29.737974
3,1,500000,28,1,28.506449
3,1,500000,28,1,29.471491
3,1,500000,28,2,15.328068
3,1,500000,28,2,15.608743
3,1,500000,28,2,15.793666
3,1,500000,28,2,16.402910
3,1,500000,28,2,16.463473
3,1,500000,28,4,16.560986
3,1,500000,28,4,16.574104
3,1,500000,28,4,16.542676
3,1,500000,28,4,16.532480
3,1,500000,28,4,16.539204
3,1,500000,28,8,16.573242
3,1,500000,28,8,16.624309
3,1,500000,28,8,16.576289
3,1,500000,28,8,16.576370
3,1,500000,28,8,16.561376
3,1,500000,28,16,16.603249
3,1,500000,28,16,16.628388
3,1,500000,28,16,16.598053
3,1,500000,28,16,16.561792
3,1,500000,28,16,16.615501
3,1,1000000,20,1,1.674351
3,1,1000000,20,1,1.609340
3,1,1000000,20,1,1.625553
3,1,1000000,20,1,1.661995
3,1,1000000,20,1,1.577270
3,1,1000000,20,2,0.834344
3,1,1000000,20,2,0.955139
3,1,1000000,20,2,0.819450
3,1,1000000,20,2,0.786132
3,1,1000000,20,2,0.900407
3,1,1000000,20,4,0.908065
3,1,1000000,20,4,0.912364
3,1,1000000,20,4,0.911362
3,1,1000000,20,4,0.907541
3,1,1000000,20,4,0.907198
3,1,1000000,20,8,0.932529
3,1,1000000,20,8,0.920075
3,1,1000000,20,8,0.928075
3,1,1000000,20,8,0.929356
3,1,1000000,20,8,0.804765
3,1,1000000,20,16,0.773035
3,1,1000000,20,16,0.894091
3,1,1000000,20,16,0.917147
3,1,1000000,20,16,0.910884
3,1,1000000,20,16,0.908979
3,1,1000000,24,1,9.026236
3,1,1000000,24,1,8.869852
3,1,1000000,24,1,9.730264
3,1,1000000,24,1,9.436214
3,1,1000000,24,1,9.742099
3,1,1000000,24,2,5.145242
3,1,1000000,24,2,5.087742
3,1,1000000,24,2,5.214545
3,1,1000000,24,2,5.163092
3,1,1000000,24,2,5.145969
3,1,1000000,24,4,5.549850
3,1,1000000,24,4,5.626275
3,1,1000000,24,4,5.501384
3,1,1000000,24,4,5.481835
3,1,1000000,24,4,5.470537
3,1,1000000,24,8,5.486617
3,1,1000000,24,8,5.499083
3,1,1000000,24,8,5.490775
3,1,1000000,24,8,5.565069
3,1,1000000,24,8,5.485551
3,1,1000000,24,16,5.503189
3,1,1000000,24,16,5.486375
3,1,1000000,24,16,5.495233
3,1,1000000,24,16,5.507718
3,1,1000000,24,16,5.497019
3,1,1000000,28,1,59.398874
3,1,1000000,28,1,57.962171
3,1,1000000,28,1,58.297619
3,1,1000000,28,1,58.156647
3,1,1000000,28,1,54.313361
3,1,1000000,28,2,30.888317
3,1,1000000,28,2,31.758476
3,1,1000000,28,2,32.045091
3,1,1000000,28,2,32.111309
3,1,1000000,28,2,32.533106
3,1,1000000,28,4,32.879841
3,1,1000000,28,4,33.063868
3,1,1000000,28,4,33.061745
3,1,1000000,28,4,33.057210
3,1,1000000,28,4,33.077955
3,1,1000000,28,8,33.134429
3,1,1000000,28,8,33.147756
3,1,1000000,28,8,33.152850
3,1,1000000,28,8,33.155782
3,1,1000000,28,8,33.143157
3,1,1000000,28,16,33.133009
3,1,1000000,28,16,33.473677
3,1,1000000,28,16,33.379417
3,1,1000000,28,16,33.157058
3,1,1000000,28,16,33.161594
3,4,100000,20,1,0.184959
3,4,100000,20,1,0.183654
3,4,100000,20,1,0.183450
3,4,100000,20,1,0.183808
3,4,100000,20,1,0.183292
