variante,tamanho_chunk,N,K,numero_threads,tempo
3,4,100000,20,2,0.101209
3,4,100000,20,2,0.106166
3,4,100000,20,2,0.101521
3,4,100000,20,2,0.106410
3,4,100000,20,2,0.100943
3,4,100000,20,4,0.078810
3,4,100000,20,4,0.078744
3,4,100000,20,4,0.079046
3,4,100000,20,4,0.079557
3,4,100000,20,4,0.080190
3,4,100000,20,8,0.081280
3,4,100000,20,8,0.080291
3,4,100000,20,8,0.082201
3,4,100000,20,8,0.080863
3,4,100000,20,8,0.081649
3,4,100000,20,16,0.080936
3,4,100000,20,16,0.081616
3,4,100000,20,16,0.079198
3,4,100000,20,16,0.079289
3,4,100000,20,16,0.079617
3,4,100000,24,1,1.040651
3,4,100000,24,1,1.031652
3,4,100000,24,1,0.887226
3,4,100000,24,1,0.885111
3,4,100000,24,1,0.886000
3,4,100000,24,2,0.477682
3,4,100000,24,2,0.474263
3,4,100000,24,2,0.480082
3,4,100000,24,2,0.540008
3,4,100000,24,2,0.583221
3,4,100000,24,4,0.549638
3,4,100000,24,4,0.548903
3,4,100000,24,4,0.547707
3,4,100000,24,4,0.548086
3,4,100000,24,4,0.548930
3,4,100000,24,8,0.567661
3,4,100000,24,8,0.565588
3,4,100000,24,8,0.559320
3,4,100000,24,8,0.555127
3,4,100000,24,8,0.552990
3,4,100000,24,16,0.565790
3,4,100000,24,16,0.549293
3,4,100000,24,16,0.548259
3,4,100000,24,16,0.550375
3,4,100000,24,16,0.558576
3,4,100000,28,1,5.624030
3,4,100000,28,1,5.364126
3,4,100000,28,1,5.372402
3,4,100000,28,1,5.337764
3,4,100000,28,1,5.346238
3,4,100000,28,2,3.067142
3,4,100000,28,2,3.300134
3,4,100000,28,2,3.087667
3,4,100000,28,2,3.311203
3,4,100000,28,2,3.131491
3,4,100000,28,4,3.361855
3,4,100000,28,4,3.322885
3,4,100000,28,4,3.314777
3,4,100000,28,4,3.323837
3,4,100000,28,4,3.303885
3,4,100000,28,8,3.330779
3,4,100000,28,8,3.341467
3,4,100000,28,8,3.316116
3,4,100000,28,8,3.321647
3,4,100000,28,8,3.357034
3,4,100000,28,16,3.313129
3,4,100000,28,16,3.316498
3,4,100000,28,16,3.325169
3,4,100000,28,16,3.311719
3,4,100000,28,16,3.317747
3,4,500000,20,1,0.754118
3,4,500000,20,1,0.756085
3,4,500000,20,1,0.739552
3,4,500000,20,1,0.737995
3,4,500000,20,1,0.736618
3,4,500000,20,2,0.395636
3,4,500000,20,2,0.438111
3,4,500000,20,2,0.448400
3,4,500000,20,2,0.476134
3,4,500000,20,2,0.472687
3,4,500000,20,4,0.421392
3,4,500000,20,4,0.386303
3,4,500000,20,4,0.393584
3,4,500000,20,4,0.387205
3,4,500000,20,4,0.429854
3,4,500000,20,8,0.468505
3,4,500000,20,8,0.464056
3,4,500000,20,8,0.466988
3,4,500000,20,8,0.468586
3,4,500000,20,8,0.465743
3,4,500000,20,16,0.458772
3,4,500000,20,16,0.463008
3,4,500000,20,16,0.459750
3,4,500000,20,16,0.473790
3,4,500000,20,16,0.461409
3,4,500000,24,1,4.950311
3,4,500000,24,1,4.425447
3,4,500000,24,1,4.417484
3,4,500000,24,1,4.858664
3,4,500000,24,1,4.582389
3,4,500000,24,2,2.592329
3,4,500000,24,2,2.548223
3,4,500000,24,2,2.631011
3,4,500000,24,2,2.589329
3,4,500000,24,2,2.561781
3,4,500000,24,4,2.735244
3,4,500000,24,4,2.749179
3,4,500000,24,4,2.740667
3,4,500000,24,4,2.738525
3,4,500000,24,4,2.749652
3,4,500000,24,8,2.769891
3,4,500000,24,8,2.493633
3,4,500000,24,8,2.734330
3,4,500000,24,8,2.752637
3,4,500000,24,8,2.790292
3,4,500000,24,16,2.743296
3,4,500000,24,16,2.748737
3,4,500000,24,16,2.765520
3,4,500000,24,16,2.742948
3,4,500000,24,16,2.738971
3,4,500000,28,1,29.500807
3,4,500000,28,1,28.473214
3,4,500000,28,1,28.039120
3,4,500000,28,1,29.173594
3,4,500000,28,1,29.523912
3,4,500000,28,2,15.338323
3,4,500000,28,2,15.421902
3,4,500000,28,2,15.847224
3,4,500000,28,2,16.469446
3,4,500000,28,2,16.205707
3,4,500000,28,4,16.536996
3,4,500000,28,4,16.543005
3,4,500000,28,4,16.557328
3,4,500000,28,4,16.530790
3,4,500000,28,4,16.546630
3,4,500000,28,8,16.636418
3,4,500000,28,8,16.351446
3,4,500000,28,8,16.678698
3,4,500000,28,8,16.639140
3,4,500000,28,8,16.612426
3,4,500000,28,16,16.581216
3,4,500000,28,16,16.614697
3,4,500000,28,16,16.300699
3,4,500000,28,16,16.603652
3,4,500000,28,16,16.625606
3,4,1000000,20,1,1.643119
3,4,1000000,20,1,1.480925
3,4,1000000,20,1,1.640577
3,4,1000000,20,1,1.607823
3,4,1000000,20,1,1.476669
3,4,1000000,20,2,0.811123
3,4,1000000,20,2,0.935582
3,4,1000000,20,2,0.868231
3,4,1000000,20,2,0.785156
3,4,1000000,20,2,0.876178
3,4,1000000,20,4,0.910592
3,4,1000000,20,4,0.910549
3,4,1000000,20,4,0.913915
3,4,1000000,20,4,0.908630
3,4,1000000,20,4,0.910522
3,4,1000000,20,8,0.909705
3,4,1000000,20,8,0.918045
3,4,1000000,20,8,0.929086
3,4,1000000,20,8,0.938718
3,4,1000000,20,8,0.919243
3,4,1000000,20,16,0.912263
3,4,1000000,20,16,0.912874
3,4,1000000,20,16,0.915623
3,4,1000000,20,16,0.917231
3,4,1000000,20,16,0.914307
3,4,1000000,24,1,9.012094
3,4,1000000,24,1,9.746200
3,4,1000000,24,1,8.822134
3,4,1000000,24,1,9.471318
3,4,1000000,24,1,9.736700
3,4,1000000,24,2,5.023816
3,4,1000000,24,2,5.285067
3,4,1000000,24,2,5.184141
3,4,1000000,24,2,5.354168
3,4,1000000,24,2,5.266076
3,4,1000000,24,4,5.472096
3,4,1000000,24,4,5.486966
3,4,1000000,24,4,5.474901
3,4,1000000,24,4,5.484278
3,4,1000000,24,4,5.473834
3,4,1000000,24,8,5.821839
3,4,1000000,24,8,5.473322
3,4,1000000,24,8,5.480955
3,4,1000000,24,8,5.513311
3,4,1000000,24,8,5.479215
3,4,1000000,24,16,5.470120
3,4,1000000,24,16,5.493117
3,4,1000000,24,16,5.481537
3,4,1000000,24,16,5.476183
3,4,1000000,24,16,5.479617
3,4,1000000,28,1,53.563771
3,4,1000000,28,1,53.905134
3,4,1000000,28,1,53.425748
3,4,1000000,28,1,53.433230
3,4,1000000,28,1,54.329275
3,4,1000000,28,2,31.672546
3,4,1000000,28,2,32.024506
3,4,1000000,28,2,32.971829
3,4,1000000,28,2,32.586337
3,4,1000000,28,2,32.368564
3,4,1000000,28,4,33.048985
3,4,1000000,28,4,33.051610
3,4,1000000,28,4,33.054467
3,4,1000000,28,4,33.069258
3,4,1000000,28,4,33.126595
3,4,1000000,28,8,33.168463
3,4,1000000,28,8,33.198186
3,4,1000000,28,8,33.161304
3,4,1000000,28,8,32.953361
3,4,1000000,28,8,33.134052
3,4,1000000,28,16,33.144590
3,4,1000000,28,16,33.140241
3,4,1000000,28,16,33.144310
3,4,1000000,28,16,33.193136
3,4,1000000,28,16,33.140143
3,16,100000,20,1,0.184959
3,16,100000,20,1,0.184987
3,16,100000,20,1,0.183652
3,16,100000,20,1,0.184352
3,16,100000,20,1,0.183891
3,16,100000,20,2,0.101663
3,16,100000,20,2,0.102002
3,16,100000,20,2,0.106870
3,16,100000,20,2,0.115565
3,16,100000,20,2,0.100781
3,16,100000,20,4,0.092740
3,16,100000,20,4,0.081111
3,16,100000,20,4,0.078883
3,16,100000,20,4,0.079176
3,16,100000,20,4,0.079789
3,16,100000,20,8,0.080926
3,16,100000,20,8,0.079263
3,16,100000,20,8,0.079523
3,16,100000,20,8,0.079612
3,16,100000,20,8,0.079386
3,16,100000,20,16,0.081684
3,16,100000,20,16,0.080366
3,16,100000,20,16,0.081717
3,16,100000,20,16,0.079131
3,16,100000,20,16,0.078990
3,16,100000,24,1,1.004678
3,16,100000,24,1,1.066067
3,16,100000,24,1,0.885914
3,16,100000,24,1,0.885868
3,16,100000,24,1,0.887727
3,16,100000,24,2,0.519021
3,16,100000,24,2,0.570635
3,16,100000,24,2,0.565832
3,16,100000,24,2,0.498608
3,16,100000,24,2,0.484515
3,16,100000,24,4,0.470005
3,16,100000,24,4,0.518526
3,16,100000,24,4,0.562037
3,16,100000,24,4,0.549936
3,16,100000,24,4,0.549479
3,16,100000,24,8,0.549005
3,16,100000,24,8,0.564898
3,16,100000,24,8,0.549270
3,16,100000,24,8,0.552829
3,16,100000,24,8,0.550220
3,16,100000,24,16,0.550113
3,16,100000,24,16,0.554104
3,16,100000,24,16,0.558643
3,16,100000,24,16,0.558499
3,16,100000,24,16,0.551388
3,16,100000,28,1,5.356793
3,16,100000,28,1,5.374190
3,16,100000,28,1,5.924666
3,16,100000,28,1,5.914646
3,16,100000,28,1,5.430616
3,16,100000,28,2,3.166979
3,16,100000,28,2,3.102482
3,16,100000,28,2,3.205094
3,16,100000,28,2,3.222859
3,16,100000,28,2,3.092947
3,16,100000,28,4,3.306236
3,16,100000,28,4,3.311913
3,16,100000,28,4,3.326914
3,16,100000,28,4,3.785922
3,16,100000,28,4,3.329010
3,16,100000,28,8,3.368835
3,16,100000,28,8,3.323191
3,16,100000,28,8,3.316648
3,16,100000,28,8,3.324571
3,16,100000,28,8,3.329239
3,16,100000,28,16,3.314530
3,16,100000,28,16,3.321855
3,16,100000,28,16,3.312916
3,16,100000,28,16,3.312855
3,16,100000,28,16,3.333354
3,16,500000,20,1,0.835055
3,16,500000,20,1,0.765199
3,16,500000,20,1,0.736468
3,16,500000,20,1,0.736545
3,16,500000,20,1,0.739763
3,16,500000,20,2,0.388913
3,16,500000,20,2,0.396206
3,16,500000,20,2,0.401110
3,16,500000,20,2,0.457981
3,16,500000,20,2,0.469331
3,16,500000,20,4,0.454190
3,16,500000,20,4,0.454348
3,16,500000,20,4,0.455432
3,16,500000,20,4,0.454261
3,16,500000,20,4,0.455352
3,16,500000,20,8,0.461819
3,16,500000,20,8,0.469715
3,16,500000,20,8,0.470672
3,16,500000,20,8,0.398923
3,16,500000,20,8,0.392671
3,16,500000,20,16,0.390292
3,16,500000,20,16,0.391228
3,16,500000,20,16,0.455902
3,16,500000,20,16,0.458330
3,16,500000,20,16,0.459515
3,16,500000,24,1,4.438874
3,16,500000,24,1,4.712717
3,16,500000,24,1,4.425501
3,16,500000,24,1,4.716989
3,16,500000,24,1,4.421882
3,16,500000,24,2,2.580071
3,16,500000,24,2,2.665136
3,16,500000,24,2,2.514685
3,16,500000,24,2,2.750113
3,16,500000,24,2,2.648156
3,16,500000,24,4,2.603280
3,16,500000,24,4,2.741443
3,16,500000,24,4,2.732076
3,16,500000,24,4,2.744660
3,16,500000,24,4,2.730496
3,16,500000,24,8,2.740060
3,16,500000,24,8,2.731704
3,16,500000,24,8,2.747361
3,16,500000,24,8,2.741635
3,16,500000,24,8,2.742967
3,16,500000,24,16,2.733606
3,16,500000,24,16,2.748401
3,16,500000,24,16,2.742974
3,16,500000,24,16,2.734690
3,16,500000,24,16,2.760320
3,16,500000,28,1,28.793217
3,16,500000,28,1,26.915686
3,16,500000,28,1,29.091015
3,16,500000,28,1,28.833971
3,16,500000,28,1,29.714148
3,16,500000,28,2,15.322564
3,16,500000,28,2,15.543848
3,16,500000,28,2,16.077200
3,16,500000,28,2,15.996674
3,16,500000,28,2,16.021262
3,16,500000,28,4,16.264643
3,16,500000,28,4,16.605269
3,16,500000,28,4,16.560346
3,16,500000,28,4,16.513820
3,16,500000,28,4,16.555208
3,16,500000,28,8,16.558234
3,16,500000,28,8,16.657372
3,16,500000,28,8,16.611547
3,16,500000,28,8,16.560465
3,16,500000,28,8,16.583573
3,16,500000,28,16,16.569238
3,16,500000,28,16,16.570751
3,16,500000,28,16,16.569542
3,16,500000,28,16,16.560860
3,16,500000,28,16,16.566430
3,16,1000000,20,1,1.515637
3,16,1000000,20,1,1.472815
3,16,1000000,20,1,1.474395
3,16,1000000,20,1,1.471430
3,16,1000000,20,1,1.502678
3,16,1000000,20,2,0.866232
3,16,1000000,20,2,0.964388
3,16,1000000,20,2,0.824024
3,16,1000000,20,2,0.783832
3,16,1000000,20,2,0.927074
3,16,1000000,20,4,0.908161
3,16,1000000,20,4,0.912085
3,16,1000000,20,4,0.912166
3,16,1000000,20,4,0.908302
3,16,1000000,20,4,0.908474
3,16,1000000,20,8,0.908621
3,16,1000000,20,8,0.910333
3,16,1000000,20,8,0.922291
3,16,1000000,20,8,0.909740
3,16,1000000,20,8,0.928997
3,16,1000000,20,16,0.912529
3,16,1000000,20,16,0.908414
3,16,1000000,20,16,0.921171
3,16,1000000,20,16,0.912094
3,16,1000000,20,16,0.911728
3,16,1000000,24,1,8.957269
3,16,1000000,24,1,8.821417
3,16,1000000,24,1,8.832669
3,16,1000000,24,1,9.737226
3,16,1000000,24,1,8.841407
3,16,1000000,24,2,5.041683
3,16,1000000,24,2,5.254845
3,16,1000000,24,2,5.151399
3,16,1000000,24,2,5.166957
3,16,1000000,24,2,5.185560
3,16,1000000,24,4,5.480838
3,16,1000000,24,4,5.467583
3,16,1000000,24,4,5.476121
3,16,1000000,24,4,5.460025
3,16,1000000,24,4,5.479882
3,16,1000000,24,8,5.520979
3,16,1000000,24,8,5.205754
3,16,1000000,24,8,5.502654
3,16,1000000,24,8,5.226890
3,16,1000000,24,8,5.481794
3,16,1000000,24,16,5.478497
3,16,1000000,24,16,5.482433
3,16,1000000,24,16,5.474568
3,16,1000000,24,16,5.480735
3,16,1000000,24,16,5.469520
3,16,1000000,28,1,57.077039
3,16,1000000,28,1,59.119656
3,16,1000000,28,1,55.249386
3,16,1000000,28,1,59.120915
3,16,1000000,28,1,58.202313
3,16,1000000,28,2,30.695852
3,16,1000000,28,2,31.758034
3,16,1000000,28,2,32.012963
3,16,1000000,28,2,32.310625
3,16,1000000,28,2,32.176136
3,16,1000000,28,4,33.078302
3,16,1000000,28,4,33.039296
3,16,1000000,28,4,33.075347
3,16,1000000,28,4,33.034743
3,16,1000000,28,4,33.121241
3,16,1000000,28,8,32.831413
3,16,1000000,28,8,33.163785
3,16,1000000,28,8,32.874886
3,16,1000000,28,8,33.171826
3,16,1000000,28,8,33.104511
3,16,1000000,28,16,33.138579
3,16,1000000,28,16,33.127018
3,16,1000000,28,16,33.119174
3,16,1000000,28,16,33.185683
3,16,1000000,28,16,33.121867
3,64,100000,20,1,0.186455
3,64,100000,20,1,0.184701
3,64,100000,20,1,0.184438
3,64,100000,20,1,0.183679
3,64,100000,20,1,0.150340
3,64,100000,20,2,0.085483
3,64,100000,20,2,0.084407
3,64,100000,20,2,0.092718
3,64,100000,20,2,0.085792
3,64,100000,20,2,0.084064
3,64,100000,20,4,0.083572
3,64,100000,20,4,0.079916
3,64,100000,20,4,0.081373
3,64,100000,20,4,0.079793
3,64,100000,20,4,0.079666
3,64,100000,20,8,0.079298
3,64,100000,20,8,0.084319
3,64,100000,20,8,0.079726
3,64,100000,20,8,0.080867
3,64,100000,20,8,0.079431
3,64,100000,20,16,0.080917
3,64,100000,20,16,0.083253
3,64,100000,20,16,0.094483
3,64,100000,20,16,0.093497
3,64,100000,20,16,0.094755
3,64,100000,24,1,1.101126
3,64,100000,24,1,0.900562
3,64,100000,24,1,0.884164
3,64,100000,24,1,0.882709
3,64,100000,24,1,0.885101
3,64,100000,24,2,0.480347
3,64,100000,24,2,0.476761
3,64,100000,24,2,0.534964
3,64,100000,24,2,0.561327
3,64,100000,24,2,0.563506
3,64,100000,24,4,0.547153
3,64,100000,24,4,0.547852
3,64,100000,24,4,0.551926
3,64,100000,24,4,0.548197
3,64,100000,24,4,0.548637
3,64,100000,24,8,0.546680
3,64,100000,24,8,0.556467
3,64,100000,24,8,0.558247
3,64,100000,24,8,0.560012
3,64,100000,24,8,0.559418
3,64,100000,24,16,0.548433
3,64,100000,24,16,0.563594
3,64,100000,24,16,0.556002
3,64,100000,24,16,0.551824
3,64,100000,24,16,0.550541
3,64,100000,28,1,5.506111
3,64,100000,28,1,5.932047
3,64,100000,28,1,5.349286
3,64,100000,28,1,5.335834
3,64,100000,28,1,5.341779
3,64,100000,28,2,3.078700
3,64,100000,28,2,3.209735
3,64,100000,28,2,3.161998
3,64,100000,28,2,3.268947
3,64,100000,28,2,3.071474
3,64,100000,28,4,3.302702
3,64,100000,28,4,3.316721
3,64,100000,28,4,3.302928
3,64,100000,28,4,3.302629
3,64,100000,28,4,3.325261
3,64,100000,28,8,3.307457
3,64,100000,28,8,3.324058
3,64,100000,28,8,3.363525
3,64,100000,28,8,3.303749
3,64,100000,28,8,3.327357
3,64,100000,28,16,3.325624
3,64,100000,28,16,3.308617
3,64,100000,28,16,3.322886
3,64,100000,28,16,3.321340
3,64,100000,28,16,3.312667
3,64,500000,20,1,0.903239
3,64,500000,20,1,0.736680
3,64,500000,20,1,0.736490
3,64,500000,20,1,0.733700
3,64,500000,20,1,0.734619
3,64,500000,20,2,0.394712
3,64,500000,20,2,0.388259
3,64,500000,20,2,0.399957
3,64,500000,20,2,0.415253
3,64,500000,20,2,0.469678
3,64,500000,20,4,0.456248
3,64,500000,20,4,0.454881
3,64,500000,20,4,0.455725
3,64,500000,20,4,0.455424
3,64,500000,20,4,0.454281
3,64,500000,20,8,0.458819
3,64,500000,20,8,0.458795
3,64,500000,20,8,0.468625
3,64,500000,20,8,0.446290
3,64,500000,20,8,0.390984
3,64,500000,20,16,0.389508
3,64,500000,20,16,0.389473
3,64,500000,20,16,0.401385
3,64,500000,20,16,0.455025
3,64,500000,20,16,0.455566
3,64,500000,24,1,4.511438
3,64,500000,24,1,4.411557
3,64,500000,24,1,4.725604
3,64,500000,24,1,4.575475
3,64,500000,24,1,4.433208
3,64,500000,24,2,2.647048
3,64,500000,24,2,2.529794
3,64,500000,24,2,2.578431
3,64,500000,24,2,2.679750
3,64,500000,24,2,2.775892
3,64,500000,24,4,2.738067
3,64,500000,24,4,2.735207
3,64,500000,24,4,2.756992
3,64,500000,24,4,2.735145
3,64,500000,24,4,2.759253
3,64,500000,24,8,2.743602
3,64,500000,24,8,2.752678
3,64,500000,24,8,2.777667
3,64,500000,24,8,2.741984
3,64,500000,24,8,2.788778
3,64,500000,24,16,2.739947
3,64,500000,24,16,2.746014
3,64,500000,24,16,2.745704
3,64,500000,24,16,2.755827
3,64,500000,24,16,2.739677
3,64,500000,28,1,29.682459
3,64,500000,28,1,29.725126
3,64,500000,28,1,27.317219
3,64,500000,28,1,29.572354
3,64,500000,28,1,29.311910
3,64,500000,28,2,15.324090
3,64,500000,28,2,15.812493
3,64,500000,28,2,15.966301
3,64,500000,28,2,16.176696
3,64,500000,28,2,16.454411
3,64,500000,28,4,16.286950
3,64,500000,28,4,16.542573
3,64,500000,28,4,16.532353
3,64,500000,28,4,16.555114
3,64,500000,28,4,16.547045
3,64,500000,28,8,16.559627
3,64,500000,28,8,16.590511
3,64,500000,28,8,16.632455
3,64,500000,28,8,16.569673
3,64,500000,28,8,16.692554
3,64,500000,28,16,16.588390
3,64,500000,28,16,16.585457
3,64,500000,28,16,16.596018
3,64,500000,28,16,16.604348
3,64,500000,28,16,16.591415
3,64,1000000,20,1,1.540788
3,64,1000000,20,1,1.472769
3,64,1000000,20,1,1.469092
3,64,1000000,20,1,1.735910
3,64,1000000,20,1,1.509698
3,64,1000000,20,2,0.903851
3,64,1000000,20,2,0.903160
3,64,1000000,20,2,0.787559
3,64,1000000,20,2,0.819819
3,64,1000000,20,2,0.965232
3,64,1000000,20,4,0.938717
3,64,1000000,20,4,0.909128
3,64,1000000,20,4,0.910039
3,64,1000000,20,4,0.909823
3,64,1000000,20,4,0.915318
3,64,1000000,20,8,0.908413
3,64,1000000,20,8,0.917840
3,64,1000000,20,8,0.914482
3,64,1000000,20,8,0.915222
3,64,1000000,20,8,0.915024
3,64,1000000,20,16,0.928250
3,64,1000000,20,16,0.917575
3,64,1000000,20,16,0.910770
3,64,1000000,20,16,0.910411
3,64,1000000,20,16,0.916406
3,64,1000000,24,1,9.817274
3,64,1000000,24,1,8.853305
3,64,1000000,24,1,8.834624
3,64,1000000,24,1,9.143104
3,64,1000000,24,1,9.739567
3,64,1000000,24,2,5.034303
3,64,1000000,24,2,5.280394
3,64,1000000,24,2,5.176813
3,64,1000000,24,2,5.375459
3,64,1000000,24,2,5.268194
3,64,1000000,24,4,5.473689
3,64,1000000,24,4,5.493193
3,64,1000000,24,4,5.480103
3,64,1000000,24,4,5.469893
3,64,1000000,24,4,5.484949
3,64,1000000,24,8,5.478200
3,64,1000000,24,8,5.492717
3,64,1000000,24,8,5.511137
3,64,1000000,24,8,5.481076
3,64,1000000,24,8,5.523879
3,64,1000000,24,16,5.479893
3,64,1000000,24,16,5.491007
3,64,1000000,24,16,5.496545
3,64,1000000,24,16,5.489069
3,64,1000000,24,16,5.481873
3,64,1000000,28,1,54.878118
3,64,1000000,28,1,53.409843
3,64,1000000,28,1,53.439758
3,64,1000000,28,1,54.130267
3,64,1000000,28,1,59.269950
3,64,1000000,28,2,31.226439
3,64,1000000,28,2,32.623981
3,64,1000000,28,2,32.586574
3,64,1000000,28,2,32.591991
3,64,1000000,28,2,43.789935
3,64,1000000,28,4,36.289057
3,64,1000000,28,4,39.957138
3,64,1000000,28,4,32.785403
3,64,1000000,28,4,33.072952
3,64,1000000,28,4,32.810965
3,64,1000000,28,8,33.126845
3,64,1000000,28,8,33.171032
3,64,1000000,28,8,32.903906
3,64,1000000,28,8,33.169612
3,64,1000000,28,8,33.114447
3,64,1000000,28,16,33.163429
3,64,1000000,28,16,33.345966
3,64,1000000,28,16,33.171715
3,64,1000000,28,16,33.252621
3,64,1000000,28,16,33.149231
